genome,Kingdom,Phylum,Class,Order,Family,Genus,Species
GCF_000186445.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae
GCF_019734195.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp900766315
GCA_900764415.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900764415
GCF_000156175.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis
GCA_000751555.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Sporanaerobacteraceae,Anaerosalibacter,Anaerosalibacter massiliensis
GCA_900551185.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900551185
GCF_018314255.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus buchneri
GCF_001435315.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus parabuchneri
GCF_001591765.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus_A,Lactococcus_A raffinolactis
GCF_007989105.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus kefiri
GCA_900552155.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900552155
GCF_014287475.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter sp014287475
GCF_000407545.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_A,Enterococcus_A gilvus
GCA_015257795.3,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanogingivalaceae,Nanogingivalis,Nanogingivalis sp015257795
GCF_900699785.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A showae_D
GCA_900543485.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Lentihominibacter,Lentihominibacter excrementipullorum
GCA_900759565.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900759565
GCF_900104675.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,Angelakisella massiliensis
GCF_000448565.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000448565
GCA_015256455.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia sp015256455
GCA_900543085.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Scatomorpha,Scatomorpha pullicola
GCA_019114345.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Agathobaculum,Agathobaculum pullistercoris
GCA_000437675.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Alloprevotella,Alloprevotella sp000437675
GCF_002706425.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus coryniformis
GCF_001435895.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus parafarraginis
GCF_021654115.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus milii
GCF_900102365.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,Thomasclavelia cocleata
GCA_900542005.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,UMGS416,Parachristensenella,Parachristensenella sp900542005
GCA_000435275.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-557,CAG-557 sp000435275
GCA_905188085.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,QAND01,UMGS1975,UMGS1975 sp900751745
GCF_000423485.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionimicrobium,Propionimicrobium lymphophilum
GCF_928368155.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus ihuae
GCA_900555725.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Garciellaceae,Garciella,Garciella sp900555725
GCF_016908115.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_A,Peptoniphilus_A gorbachii
GCA_916050055.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella sp916050055
GCF_003048835.2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_D
GCA_900552345.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900552345
GCA_934371475.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Merdiplasma,Merdiplasma sp934371475
GCA_904420205.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,UMGS416,Parachristensenella,Parachristensenella avicola
GCA_900049755.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium provencense
GCF_007896435.1,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus suwonensis
GCF_000751775.1,Bacteria,Bacillota,Bacilli,Bacillales,Caldibacillaceae,Bacillus_J,Bacillus_J thermoamylovorans
GCF_002160985.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_B,Lachnoclostridium_B sp002160985
GCA_901456055.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Phytobacter,Phytobacter ursingii
GCF_019218685.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vulneris
GCA_900552945.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,QAMM01,QAMM01 sp900552945
GCF_019042245.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Diplocloster,Diplocloster modestus
GCA_944386565.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium sp944386565
GCF_000259505.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000259505
GCA_944384285.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Anaerotignaceae,CALWSX01,CALWSX01 sp944384285
GCA_019118765.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,Fournierella merdavium
GCA_944386285.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA866,UBA866 sp944386285
GCA_018711785.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Galloscillospira_A,Galloscillospira_A excrementavium
GCA_900547085.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900547085
GCA_900547475.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp900547475
GCF_000160535.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella bergensis
GCA_900541275.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas_A,Porphyromonas_A sp900541275
GCF_016552165.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas parva
GCF_000953675.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Paraclostridium,Paraclostridium sordellii
GCA_900556745.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Negativicoccaceae,Negativicoccus,Negativicoccus sp900556745
GCA_001028025.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes,Muricomes fissicatena_A
GCF_005144795.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_BB
GCF_002761955.1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum
GCA_900539505.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_B,Campylobacter_B sp900539505
GCF_900101835.1,Bacteria,Bacillota_B,Peptococcia,Peptococcales,Peptococcaceae,Peptococcus,Peptococcus niger
GCF_000024225.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella parvula
GCF_000311825.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_A,Peptoniphilus_A grossensis
GCF_900102105.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium pusense
GCA_002476905.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Epilithonimonas,Epilithonimonas sp002476905
GCA_902363535.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_C,Peptoniphilus_C sp902363535
GCF_013372225.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_B,Campylobacter_B ureolyticus
GCA_018369555.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,Thomasclavelia spiroformis_A
GCA_900556555.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia sp900556555
GCF_000722775.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_AV
GCF_000279535.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis_I
GCA_905201915.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia sp900555025
GCA_003521145.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp003521145
GCF_000154825.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Anaerofustaceae,Anaerofustis,Anaerofustis stercorihominis
GCF_003862485.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum orale
GCF_002913225.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_J
GCF_003992015.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,F0422,F0422 sp003992015
GCF_001808705.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp001808705
GCA_915066115.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp915066115
GCF_002096815.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_AD
GCF_003479805.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp003479805
GCF_002096755.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_AC
GCF_002000985.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus
GCF_010537335.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Amedibacterium,Amedibacterium intestinale
GCF_000426665.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,Centipeda artemidis
GCF_002165775.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_E
GCF_001546855.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera sp001546855
GCF_000633515.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,Morganella morganii_B
GCF_001598855.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,Pluralibacter gergoviae
GCA_015256775.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia sp015256775
GCF_000017585.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_B,Campylobacter_B hominis
GCF_015553355.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens_V
GCF_020099275.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium falsenii
GCA_001304855.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp001304855
GCA_900550235.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,Faecalimonas sp900550235
GCA_900540475.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Robinsoniella,Robinsoniella sp900540475
GCA_019421365.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter,Anaerosporobacter sp019421365
GCF_004794105.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sartagoforme_B
GCF_000463115.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Franconibacter,Franconibacter helveticus
GCF_021602585.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E faucium
GCF_014193285.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter sp002345315
GCF_000287675.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum sp000287675
GCF_022387135.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Comamonas,Comamonas sp002472915
GCF_015670745.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens_T
GCF_002849225.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Winkia,Winkia sp002849225
GCF_006715005.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens_J
GCF_014647375.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides faecis
GCA_905215945.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp905215945
GCF_003397585.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium piotii
GCF_000428745.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella_A,Veillonella_A magna
GCF_000420405.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Winkia,Winkia neuii
GCF_020911725.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_X,Clostridium_X cadaveris
GCA_024205745.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria flavescens_B
GCA_002320245.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Schaedlerella,Schaedlerella sp002320245
GCA_900556205.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900556205
GCF_005845035.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens_I
GCF_000248055.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia sputi
GCF_000368925.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter bereziniae
GCF_001434535.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus animalis
GCF_009834925.2,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,Eggerthella guodeyinii
GCF_001042985.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E lundensis
GCF_000225705.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei
GCF_004346165.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes,Muricomes intestini
GCA_002871995.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Gleimia,Gleimia europaea_A
GCF_015707995.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium paulum
GCA_003248965.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp003248965
GCF_900199635.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,Anaerotruncus massiliensis
GCA_003148945.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Murimonas,Murimonas intestini
GCF_000378725.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_A,Peptoniphilus_A lacrimalis
GCA_003014445.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum,Stomatobaculum naviforme
GCA_902363425.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,CABJAA01,CABJAA01 sp003150885
GCA_900551895.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,Faecalimonas sp900551895
GCF_000741215.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum_B
GCA_018383195.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus sp018383195
GCA_905199445.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Catenibacillus,Catenibacillus sp900553975
GCA_019420015.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Anaerofustaceae,Anaerofustis,Anaerofustis sp019420015
GCF_000701665.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Agathobaculum,Agathobaculum desmolans
GCA_905215055.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Acutalibacter,Acutalibacter sp905215055
GCF_014287675.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Pseudoflavonifractor,Pseudoflavonifractor sp014287675
GCA_900543365.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,CAG-274,Gallispira,Gallispira sp900543365
GCF_000449425.2,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile_E
GCF_002095385.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea eucrina
GCA_900155405.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Negativicoccaceae,Negativicoccus,Negativicoccus massiliensis
GCF_001076775.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae_G
GCF_900475315.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria cinerea
GCF_009932375.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E juntendi
GCF_900459225.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae
GCA_000430305.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_AW
GCF_001810785.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp001810785
GCF_900461085.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium baratii
GCF_001075875.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis_I
GCF_003397705.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium swidsinskii
GCA_019414555.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp019414555
GCF_900411395.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_BA
GCF_003205835.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia_AL
GCF_000738675.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia nematodiphila
GCA_003248565.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp003248565
GCF_013393325.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E putida_P
GCA_900554585.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900554585
GCF_000159235.2,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Fannyhessea,Fannyhessea vaginae
GCA_002154655.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium kefirresidentii
GCF_017848315.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E palmensis
GCF_001274595.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia_AJ
GCA_902362375.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp902362375
GCF_021602155.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E parakoreensis
GCF_000829055.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus casei
GCF_900106515.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_A,Peptoniphilus_A lacydonensis
GCF_021602025.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E ceruminis
GCA_025133575.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas nitroreducens_B
GCF_008011855.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii
GCF_002847525.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia odontolytica_B
GCF_000269605.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Scardovia,Scardovia wiggsiae
GCF_000439105.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter glycolicus
GCA_905199225.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900554665
GCF_001543105.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus christensenii
GCF_019754935.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium parakroppenstedtii
GCF_000759835.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter_A sedlakii
GCF_900445265.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus octavius
GCF_013409575.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,Macellibacteroides fermentans
GCF_000213575.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas mossii
GCA_002892395.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum,Stomatobaculum sp002892395
GCA_900540185.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Ezakiella,Ezakiella sp900540185
GCF_011682075.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Cupidesulfovibrio,Cupidesulfovibrio liaohensis
GCF_900232825.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus sp900232825
GCF_001054325.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium vitaeruminis_A
GCA_900759325.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus sp900759325
GCF_000425005.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia moorei
GCF_900095705.1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium massiliense
GCF_000017405.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Ochrobactrum anthropi
GCF_019933195.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_F,Clostridium_F sp001276215
GCF_001431595.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas acidaminiphila
GCF_004514425.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,Shinella sumterensis
GCA_012516295.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Caproiciproducens,Caproiciproducens sp012516295
GCF_900177815.1,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_B,Paenibacillus_B aquistagni
